epoch,train_loss,val_loss
0,0.051508486,0.027787115
1,0.029008262,0.023266595
2,0.024736788,0.02143891
3,0.022888806,0.021260245
4,0.021989826,0.021567322
5,0.021403091,0.021376858
6,0.020927856,0.020327698
7,0.020470407,0.019198764
8,0.019549644,0.01831598
9,0.018453084,0.017676378
10,0.017633226,0.017110951
11,0.017024608,0.016676659
12,0.016313922,0.016217878
13,0.015790578,0.01575512
14,0.015404672,0.015371832
15,0.015070795,0.015060992
16,0.014810892,0.014767235
17,0.014567588,0.0146547565
18,0.014431668,0.014469254
19,0.014287262,0.014308998
20,0.014174953,0.014151606
21,0.014052575,0.014055858
22,0.014040589,0.0140192285
23,0.013942109,0.0139115015
24,0.013775115,0.013934294
25,0.0136929015,0.013861508
26,0.01359823,0.013819844
27,0.013508552,0.01377225
28,0.013408661,0.013772888
29,0.013312744,0.013793485
30,0.013218115,0.013820903
31,0.013169835,0.013891906
32,0.013125507,0.013916569
33,0.012956515,0.013691152
34,0.012829529,0.01372483
35,0.012706698,0.013660784
36,0.012595547,0.013765019
37,0.0127884345,0.014102976
38,0.012667427,0.01436237
39,0.0123977745,0.013996607
40,0.012231846,0.013878245
41,0.012075767,0.013930224
42,0.012653783,0.01434004
43,0.01262334,0.014545247
44,0.0121566625,0.0149044
45,0.011871967,0.014358903
46,0.01176457,0.014195145
47,0.011653184,0.013795891
48,0.011496565,0.013457982
49,0.011496148,0.013789123
50,0.011644479,0.015362014
51,0.01163803,0.016363386
52,0.011388978,0.015629675
53,0.011475853,0.014465211
54,0.011374722,0.0137978
55,0.011368296,0.014737938
56,0.0111966105,0.01572922
57,0.010986811,0.01455431
58,0.010991475,0.013723883
59,0.011155789,0.0146349445
60,0.011186684,0.014475264
61,0.010963658,0.013162366
62,0.010990684,0.012646102
63,0.011316614,0.013427742
64,0.011202458,0.012994627
65,0.010831444,0.012179347
66,0.010924112,0.012017542
67,0.011094521,0.011954625
68,0.010896158,0.012090804
69,0.010730746,0.0120726405
70,0.010481958,0.012940725
71,0.010210653,0.012509713
72,0.0100205885,0.012211603
73,0.0099007655,0.011989943
74,0.009857169,0.012002419
75,0.009825436,0.012020512
76,0.009759798,0.011954996
77,0.009710562,0.012037064
78,0.009704346,0.012023816
79,0.009821283,0.011921247
80,0.010458384,0.0127695
81,0.010156277,0.012023401
82,0.009740776,0.01267716
83,0.0095268935,0.01240576
84,0.009286943,0.012175896
85,0.009084045,0.012243528
86,0.009026929,0.01222345
87,0.008978458,0.011664296
88,0.010046662,0.0133177275
89,0.0102392975,0.011740547
90,0.009563675,0.011377308
91,0.009098029,0.011519899
92,0.00892089,0.0115879765
93,0.008866993,0.011409935
94,0.0088809775,0.010680066
95,0.008816423,0.0107562905
96,0.00893666,0.0118732415
97,0.009014834,0.011170404
98,0.008888154,0.011104071
99,0.008878471,0.010456582
100,0.008764075,0.010683039
101,0.008816634,0.010624545
102,0.008773143,0.010666204
103,0.00874781,0.010390835
104,0.0086028185,0.010426955
105,0.008519552,0.01085649
106,0.008580938,0.011546417
107,0.008671503,0.012103681
108,0.008744475,0.012924493
109,0.008688828,0.012468186
110,0.00861845,0.011046681
111,0.008392263,0.01046946
112,0.008456258,0.01070094
113,0.008460681,0.010648502
114,0.00842255,0.010450873
115,0.0082016755,0.010184163
116,0.008096094,0.010030965
117,0.007995935,0.010391312
118,0.0079400735,0.010683637
119,0.00792416,0.010472091
120,0.00784172,0.010016536
121,0.0077840444,0.010015962
122,0.0077832444,0.010010926
123,0.008446725,0.011817497
124,0.008676375,0.010809826
125,0.008080149,0.010228421
126,0.007837643,0.009874902
127,0.0077515403,0.009917351
128,0.008274765,0.0111699505
129,0.008306527,0.011437399
130,0.0080397595,0.010396651
131,0.007999634,0.010000268
132,0.007889901,0.010337983
133,0.007952838,0.010692426
134,0.007852138,0.010278138
135,0.0077328067,0.009825369
136,0.007558739,0.0106244795
137,0.0074674473,0.010523753
138,0.007453119,0.010094326
139,0.0074380757,0.009840051
140,0.0074410313,0.010914292
141,0.007449494,0.011271948
142,0.0074660154,0.010062436
143,0.007498739,0.01014119
144,0.007487424,0.011868975
145,0.007382608,0.010747335
146,0.0074027483,0.010141662
147,0.007461906,0.011267998
148,0.0074979533,0.011538554
149,0.007389582,0.009911316
150,0.0074354494,0.010142384
151,0.0076351864,0.010659771
152,0.0073788757,0.009539383
153,0.007421923,0.009640862
154,0.0075774803,0.010014188
155,0.0074204295,0.0093963565
156,0.0072582373,0.009279864
157,0.007146925,0.009442386
158,0.0070679737,0.009528201
159,0.007019446,0.009495495
160,0.0069627194,0.009235031
161,0.0068957945,0.009173771
162,0.0069081974,0.009387249
163,0.008360812,0.010475885
164,0.007908717,0.011165387
165,0.0075095776,0.009716461
166,0.007262478,0.009280741
167,0.0073499116,0.01077937
168,0.007315249,0.0100648
169,0.0070360443,0.008792371
170,0.0069510783,0.009268023
171,0.006980306,0.00988562
172,0.0069325916,0.009040101
173,0.0068081757,0.009067665
174,0.0068594203,0.0101359235
175,0.0068868916,0.009562014
176,0.0069294637,0.009124553
177,0.006773018,0.0098800855
178,0.0068157627,0.009499769
179,0.006849468,0.009523545
180,0.006870471,0.009387849
181,0.0067867558,0.009511656
182,0.0067792293,0.0100071225
183,0.0067263045,0.009351954
184,0.0067376643,0.00929662
185,0.0065749804,0.009071029
186,0.006714388,0.010175472
187,0.006692382,0.010241388
188,0.006793332,0.009046811
189,0.00681868,0.009911436
190,0.006895133,0.011192295
191,0.006867774,0.009918448
192,0.007190838,0.010019173
193,0.007010047,0.010096036
194,0.006730028,0.008992608
195,0.006657288,0.009348566
196,0.0066714115,0.010010569
197,0.0065646833,0.009110648
198,0.0065942924,0.008410535
199,0.0067743496,0.00979225
200,0.0067859767,0.009222073
201,0.0066616535,0.00815904
202,0.006703316,0.008518415
203,0.0067348056,0.008443754
204,0.006674173,0.008430926
205,0.0066105886,0.0085016545
206,0.0064723636,0.009208783
207,0.0065118256,0.008562308
208,0.0064151264,0.007982612
209,0.0062918435,0.008110705
210,0.006237978,0.007955169
211,0.0061644264,0.008121615
212,0.006173267,0.008119794
213,0.0061527765,0.0081630945
214,0.0061410284,0.008160213
215,0.0062421565,0.008506829
216,0.0063074874,0.008560849
217,0.0063770176,0.008788951
218,0.006289868,0.008601507
219,0.0062983343,0.008936194
220,0.0062532583,0.00885776
221,0.0063208146,0.0093691535
222,0.006305678,0.009073695
223,0.0062928447,0.009147926
224,0.0063604163,0.008912282
225,0.0064418497,0.008810473
226,0.0067612347,0.009654683
227,0.00677478,0.008528626
228,0.0065846727,0.007670354
229,0.006484709,0.007954365
230,0.0065668444,0.008518972
231,0.00648014,0.008269139
232,0.00628763,0.0078024585
233,0.0061398773,0.007924343
234,0.006172056,0.008097526
235,0.0060828202,0.0078029973
236,0.0060071964,0.0076790117
237,0.0059708185,0.008008337
238,0.0059356177,0.008047322
239,0.0059345798,0.00771371
240,0.005876055,0.007377026
241,0.0059014196,0.0075792447
242,0.0060201124,0.007946153
243,0.0061430736,0.008307632
244,0.0062263547,0.007540469
245,0.006305289,0.007591323
246,0.0064148833,0.008598896
247,0.006168293,0.0075122756
248,0.005888307,0.0073259175
249,0.005795642,0.00739395
250,0.0057852273,0.0074865273
251,0.0057896464,0.0075631444
252,0.0057544173,0.0076914583
253,0.0057653766,0.007876039
254,0.005767496,0.0076938667
255,0.005804257,0.008173305
256,0.005780074,0.0072460645
257,0.005781497,0.007259032
258,0.0058674114,0.0077643376
259,0.005937164,0.009049146
260,0.0061430843,0.008049948
261,0.0065166345,0.0070927967
262,0.0067217667,0.008143697
263,0.0065260213,0.008076454
264,0.007505397,0.008626233
265,0.0065936535,0.008429151
266,0.0061092274,0.0073353834
267,0.006473081,0.009090288
268,0.006775488,0.008836511
269,0.0063607404,0.007156086
270,0.005962989,0.0076912856
271,0.0059313695,0.0075931423
272,0.005840311,0.006849485
273,0.0058553205,0.0075092935
274,0.00586269,0.007361217
275,0.005768661,0.006690406
276,0.005704902,0.0075143143
277,0.0056486474,0.0070167677
278,0.005606633,0.0066390103
279,0.005729365,0.0079086395
280,0.005761321,0.006864643
281,0.005661563,0.0066463146
282,0.005829072,0.007775786
283,0.005731418,0.0068621747
284,0.005576144,0.0068026762
285,0.005549214,0.00719458
286,0.0055189165,0.0068128495
287,0.005482526,0.0070907413
288,0.0055357195,0.0074562803
289,0.0055765053,0.0068108602
290,0.005595282,0.006676966
291,0.0055864914,0.0074325483
292,0.0055733696,0.0068967617
293,0.0055858684,0.007160979
294,0.0056207213,0.00820538
295,0.0056553986,0.00689179
296,0.0057594744,0.0071727675
297,0.005724895,0.0075208545
298,0.005637639,0.006493811
299,0.005808137,0.007065951
300,0.005676285,0.0073002134
301,0.005650991,0.0068485197
302,0.0055317986,0.006972532
303,0.0055281823,0.007012219
304,0.005483712,0.006503587
305,0.00538727,0.0067755897
306,0.0054024663,0.007220766
307,0.005455646,0.006622286
308,0.005443389,0.006487709
309,0.0055187065,0.007817975
310,0.0055547133,0.0070671663
311,0.0055907727,0.00752791
312,0.0058088372,0.008332609
313,0.00567922,0.0068223905
314,0.005564727,0.0070076426
315,0.005375341,0.006629927
316,0.0053856233,0.0061858124
317,0.0054961173,0.007333517
318,0.00546853,0.006316991
319,0.005444278,0.00634217
320,0.0054785926,0.0067398944
321,0.0053847427,0.0062288283
322,0.0053006294,0.0066435183
323,0.0052415333,0.006771424
324,0.0052011097,0.0059180995
325,0.0051956875,0.006360112
326,0.005250738,0.006317696
327,0.0053224093,0.005993293
328,0.0052961786,0.0065517887
329,0.0052398844,0.005839152
330,0.0052351695,0.0057087005
331,0.005262461,0.006919363
332,0.0052380967,0.0062891343
333,0.005315823,0.006047875
334,0.0053437664,0.007607733
335,0.005360861,0.006060915
336,0.005602865,0.0066719404
337,0.0053951805,0.006690885
338,0.0053602,0.0062241876
339,0.005486371,0.0065774987
340,0.0053900615,0.0058088694
341,0.0056121103,0.0063832225
342,0.005550618,0.0058008707
343,0.005907991,0.0067523844
344,0.005789147,0.0060162065
345,0.005486288,0.0056312587
346,0.005292086,0.0060338816
347,0.0051673325,0.00581252
348,0.005038673,0.0054522785
349,0.005057484,0.005652725
350,0.0050769025,0.0055537606
351,0.0051194252,0.0053484873
352,0.0051296577,0.0056659533
353,0.0051349895,0.005790339
354,0.0051431376,0.0054256464
355,0.005170661,0.006251774
356,0.0051103835,0.0060414243
357,0.005038142,0.0060930825
358,0.005100513,0.00636193
359,0.0050598285,0.0058152443
360,0.0050533866,0.005546528
361,0.0050736684,0.0059463163
362,0.0050842823,0.0056501683
363,0.0050990414,0.0056648334
364,0.005120417,0.006164451
365,0.0051011047,0.0057628443
366,0.0050900066,0.0061656814
367,0.005080593,0.0063615576
368,0.005075276,0.005717746
369,0.005124599,0.006780055
370,0.0050614486,0.0057478314
371,0.00520388,0.005570861
372,0.0052858363,0.0060714497
373,0.005157883,0.0054486124
374,0.0051111756,0.0059882356
375,0.005128293,0.0061094803
376,0.005001612,0.005779036
377,0.004964997,0.0055325716
378,0.0049762474,0.005716142
379,0.0049548596,0.0054400885
380,0.0050633256,0.0057913875
381,0.0051971315,0.0068040066
382,0.0051634656,0.0057007987
383,0.0051260516,0.0057159537
384,0.0051867072,0.005789752
385,0.0050325985,0.0055612186
386,0.005021966,0.0061324066
387,0.0050388873,0.0063386313
388,0.0049288124,0.00598312
389,0.0049055056,0.005560353
390,0.004899418,0.00648882
391,0.004873239,0.0059694503
392,0.0049591963,0.0056668497
393,0.005105795,0.0067490465
394,0.004989342,0.005884259
395,0.0050662654,0.006460599
396,0.005222423,0.006265766
397,0.0050380183,0.005379492
398,0.0048808735,0.0058040884
