epoch,train_loss,val_loss
0,0.11015165,0.09471646
1,0.0831517,0.06740045
2,0.060374998,0.04964165
3,0.04865752,0.041848373
4,0.042501334,0.03836417
5,0.038628004,0.03631587
6,0.035750303,0.03416927
7,0.033302795,0.03213389
8,0.031130554,0.030408513
9,0.02917349,0.028992813
10,0.027458197,0.027729904
11,0.02601555,0.026647585
12,0.024851112,0.025730034
13,0.02393202,0.024970764
14,0.023196213,0.024345668
15,0.022592237,0.02382804
16,0.022084802,0.023392508
17,0.021650324,0.023019124
18,0.02127249,0.022694414
19,0.020939507,0.022411294
20,0.020641798,0.022163844
21,0.020373033,0.021948706
22,0.020126909,0.021755941
23,0.019901924,0.021592293
24,0.019693373,0.02142971
25,0.019502303,0.021315644
26,0.01932952,0.021175224
27,0.019137364,0.021041509
28,0.018969823,0.020933261
29,0.018811742,0.020813381
30,0.018660568,0.020721696
31,0.018516822,0.020604365
32,0.018377898,0.02052788
33,0.018246738,0.020409882
34,0.018115733,0.02033127
35,0.017992932,0.02021878
36,0.017875398,0.02016492
37,0.01776496,0.020051396
38,0.017648842,0.01995989
39,0.017541083,0.019872878
40,0.017438615,0.019802805
41,0.01733901,0.019697456
42,0.01726573,0.019752752
43,0.017193608,0.019632975
44,0.017083434,0.01951727
45,0.016987184,0.019426262
46,0.016898923,0.019346211
47,0.016816583,0.019272871
48,0.01673792,0.019202545
49,0.016661946,0.019133775
50,0.016587956,0.019064609
51,0.01651547,0.018995037
52,0.01644395,0.01892812
53,0.016372314,0.018857922
54,0.016313238,0.018835656
55,0.016262315,0.018754547
56,0.016191484,0.018678486
57,0.016121946,0.018580168
58,0.016120698,0.018652637
59,0.016070858,0.018535085
60,0.015983276,0.018437078
61,0.015914163,0.018364877
62,0.01585218,0.018295422
63,0.015795512,0.018231494
64,0.015741128,0.018167973
65,0.015688319,0.018105336
66,0.0156367,0.018043227
67,0.015586151,0.017982235
68,0.015536566,0.017922357
69,0.015487877,0.017863862
70,0.015440026,0.017806204
71,0.015392979,0.017750032
72,0.015346712,0.01769507
73,0.01530118,0.01764124
74,0.015256374,0.017588679
75,0.015212257,0.017537303
76,0.015168796,0.017487
77,0.015126,0.017437935
78,0.015083836,0.017390171
79,0.015042301,0.017343223
80,0.015001329,0.017297663
81,0.014960931,0.017252615
82,0.014921088,0.017208844
83,0.014881759,0.017165719
84,0.014842815,0.017123662
85,0.014803833,0.017082183
86,0.014762354,0.017038194
87,0.0147484895,0.017026283
88,0.014720089,0.01698342
89,0.014671507,0.016928382
90,0.014634358,0.01688789
91,0.014598529,0.016848784
92,0.014564769,0.016810168
93,0.0145308785,0.016771842
94,0.0144987395,0.016734205
95,0.014465573,0.016696999
96,0.014438111,0.016663028
97,0.014412822,0.016629644
98,0.014371854,0.016593132
99,0.014337021,0.016552072
100,0.01437825,0.016536992
101,0.014326749,0.01651107
102,0.014289419,0.016488573
103,0.014255689,0.016460087
104,0.014223429,0.01642444
105,0.014189744,0.016382994
106,0.01422478,0.016366057
107,0.014173458,0.016334193
108,0.014125745,0.01628983
109,0.0140947215,0.016258663
110,0.014066997,0.016222231
111,0.014040251,0.016187403
112,0.0140142115,0.01615385
113,0.013988672,0.016120408
114,0.01396345,0.016086904
115,0.013938402,0.016053606
116,0.013913352,0.016020348
117,0.013888012,0.01598756
118,0.01386206,0.0159553
119,0.0138350185,0.015924914
120,0.013805495,0.015894052
121,0.013772964,0.015862955
122,0.013743692,0.015822565
123,0.0137104485,0.01581346
124,0.014054903,0.015633827
125,0.013807697,0.015742792
126,0.013754482,0.015786005
127,0.013724686,0.015756434
128,0.013695992,0.015723074
129,0.01367093,0.015693456
130,0.013646997,0.015663255
131,0.013623585,0.015633052
132,0.013600462,0.015602404
133,0.013577466,0.015571388
134,0.013554541,0.015539954
135,0.013531577,0.015508626
136,0.013508503,0.015476021
137,0.013485236,0.015441811
138,0.013461789,0.015405673
139,0.0134381205,0.015369175
140,0.013414045,0.015333042
141,0.013389171,0.015298227
142,0.013362798,0.015264368
143,0.013333186,0.015231471
144,0.0132989,0.015195706
145,0.013267582,0.015156714
146,0.013236827,0.015133554
147,0.013204009,0.015088824
148,0.013173576,0.015106423
149,0.013153335,0.014968441
150,0.013317327,0.015146499
151,0.013224001,0.01508758
152,0.013157747,0.015067448
153,0.013103812,0.015022716
154,0.013052431,0.015004899
155,0.013018866,0.014906132
156,0.013011102,0.01496138
157,0.012946743,0.014863644
158,0.012923421,0.014809275
159,0.01292394,0.014889372
160,0.01298838,0.014478112
161,0.012999114,0.01468962
162,0.012962171,0.014664736
163,0.012920544,0.014668438
164,0.012874955,0.01465532
165,0.012832817,0.0146256955
166,0.0128016155,0.014604132
167,0.012768829,0.01458889
168,0.012729783,0.014572729
169,0.012687704,0.014530627
170,0.0126582235,0.01449258
171,0.012632121,0.01447704
172,0.012603725,0.014436842
173,0.0125761125,0.014434656
174,0.012549954,0.014384674
175,0.012585688,0.014395012
176,0.012628449,0.014460445
177,0.012581344,0.0143756475
178,0.01253678,0.014346622
179,0.012498537,0.014346694
180,0.012455445,0.014337871
181,0.01242566,0.014328234
182,0.012397591,0.01429108
183,0.012370719,0.014286058
184,0.012345506,0.014247544
185,0.012324645,0.01426613
186,0.012326518,0.0141772805
187,0.012349152,0.014260905
188,0.012304221,0.014194335
189,0.012272691,0.014172761
190,0.012227605,0.01413101
191,0.012203353,0.014142227
192,0.012183667,0.014115961
193,0.012161624,0.014118577
194,0.0121420575,0.014102465
195,0.012120953,0.014099839
196,0.01210096,0.014092498
197,0.012080504,0.01408786
198,0.012060293,0.014083222
199,0.01204001,0.0140791945
200,0.012019838,0.014075946
201,0.011999624,0.014073406
202,0.011979479,0.014071418
203,0.011959197,0.014070402
204,0.011939748,0.014069678
205,0.011917602,0.014079758
206,0.012098647,0.0140191335
207,0.012091692,0.014131108
208,0.0120185,0.014044549
209,0.011974271,0.014044022
210,0.011925711,0.014070612
211,0.011890114,0.014055865
212,0.01186725,0.014058711
213,0.011844963,0.014055056
214,0.011822129,0.014049147
215,0.0117985755,0.01404479
216,0.011772549,0.014045973
217,0.011737791,0.014056775
218,0.0117124505,0.014018265
219,0.011689159,0.014013411
220,0.011670214,0.0140090985
221,0.011651379,0.013999307
222,0.011632338,0.013992281
223,0.0116126975,0.013992898
224,0.0115936,0.013990005
225,0.011573468,0.013982292
226,0.011575116,0.013913159
227,0.011597728,0.014000253
228,0.011536907,0.01390474
229,0.011510068,0.013879068
